parsed_date,year,month,day_of_week,hour,category
2001-11-27 07:08:03,2001,11,Tuesday,7,spam
2001-11-19 23:14:29,2001,11,Monday,23,spam
2001-11-26 22:49:18,2001,11,Monday,22,spam
2001-10-27 23:39:37,2001,10,Saturday,23,spam
2001-10-26 14:09:46,2001,10,Friday,14,spam
2001-11-19 12:31:55,2001,11,Monday,12,spam
2001-11-19 06:00:29,2001,11,Monday,6,spam
2001-11-16 14:33:34,2001,11,Friday,14,spam
2001-10-19 10:34:05,2001,10,Friday,10,spam
2001-11-14 19:07:29,2001,11,Wednesday,19,spam
2001-11-27 01:38:07,2001,11,Tuesday,1,spam
2001-11-21 12:59:29,2001,11,Wednesday,12,spam
2001-10-23 04:48:24,2001,10,Tuesday,4,spam
2001-10-24 14:32:20,2001,10,Wednesday,14,spam
2001-11-20 07:00:42,2001,11,Tuesday,7,spam
2001-10-22 20:16:30,2001,10,Monday,20,spam
2001-11-05 22:35:00,2001,11,Monday,22,spam
2001-10-18 09:14:50,2001,10,Thursday,9,spam
2001-11-06 05:09:30,2001,11,Tuesday,5,spam
2001-10-26 15:16:08,2001,10,Friday,15,spam
2001-11-21 08:16:53,2001,11,Wednesday,8,spam
2001-11-25 13:37:02,2001,11,Sunday,13,spam
2001-11-19 17:47:21,2001,11,Monday,17,spam
2001-10-17 13:17:40,2001,10,Wednesday,13,spam
2001-10-26 05:26:09,2001,10,Friday,5,spam
2001-10-26 14:45:53,2001,10,Friday,14,spam
2001-11-22 09:38:55,2001,11,Thursday,9,spam
2001-10-31 07:53:37,2001,10,Wednesday,7,spam
2001-10-25 06:50:01,2001,10,Thursday,6,spam
2001-10-18 12:53:24,2001,10,Thursday,12,spam
2001-11-27 05:17:30,2001,11,Tuesday,5,spam
2001-11-15 06:29:07,2001,11,Thursday,6,spam
2001-11-21 16:38:16,2001,11,Wednesday,16,spam
2001-10-18 13:34:43,2001,10,Thursday,13,spam
2001-10-25 03:34:51,2001,10,Thursday,3,spam
2001-10-24 00:34:22,2001,10,Wednesday,0,spam
2001-10-16 08:57:53,2001,10,Tuesday,8,spam
2001-10-24 19:22:28,2001,10,Wednesday,19,spam
2001-11-19 16:07:07,2001,11,Monday,16,spam
2001-11-26 17:14:26,2001,11,Monday,17,spam
2001-11-16 15:48:19,2001,11,Friday,15,spam
2001-10-29 08:56:49,2001,10,Monday,8,spam
2001-10-17 09:23:30,2001,10,Wednesday,9,spam
2001-11-26 02:02:03,2001,11,Monday,2,spam
2001-11-19 13:34:59,2001,11,Monday,13,spam
2001-10-23 08:37:32,2001,10,Tuesday,8,spam
2001-10-19 02:01:47,2001,10,Friday,2,spam
2001-10-22 04:55:34,2001,10,Monday,4,spam
2001-11-19 15:00:07,2001,11,Monday,15,spam
2001-10-31 10:44:36,2001,10,Wednesday,10,spam
2001-11-20 08:17:08,2001,11,Tuesday,8,spam
2001-10-25 11:18:42,2001,10,Thursday,11,spam
2001-11-26 02:02:37,2001,11,Monday,2,spam
2001-11-21 06:53:38,2001,11,Wednesday,6,spam
2001-10-19 11:14:40,2001,10,Friday,11,spam
2001-10-16 12:35:54,2001,10,Tuesday,12,spam
2001-10-18 18:10:57,2001,10,Thursday,18,spam
2001-10-24 01:55:26,2001,10,Wednesday,1,spam
2001-10-24 04:26:31,2001,10,Wednesday,4,spam
2001-11-22 08:22:30,2001,11,Thursday,8,spam
2001-11-25 04:50:43,2001,11,Sunday,4,spam
2001-10-26 03:01:34,2001,10,Friday,3,spam
2001-10-19 08:56:38,2001,10,Friday,8,spam
2001-11-09 16:28:01,2001,11,Friday,16,spam
2001-10-26 05:21:59,2001,10,Friday,5,spam
2001-10-17 09:34:20,2001,10,Wednesday,9,spam
2001-10-29 12:10:57,2001,10,Monday,12,spam
2001-10-29 08:18:44,2001,10,Monday,8,spam
2001-11-19 05:12:20,2001,11,Monday,5,spam
2001-10-25 07:21:02,2001,10,Thursday,7,spam
2001-10-25 16:07:00,2001,10,Thursday,16,spam
2001-11-26 18:30:38,2001,11,Monday,18,spam
2001-11-26 11:11:49,2001,11,Monday,11,spam
2001-10-22 20:51:02,2001,10,Monday,20,spam
2001-11-01 09:15:22,2001,11,Thursday,9,spam
2001-11-14 07:06:50,2001,11,Wednesday,7,spam
2001-11-19 18:11:37,2001,11,Monday,18,spam
2001-10-29 02:32:15,2001,10,Monday,2,spam
2001-11-12 11:22:16,2001,11,Monday,11,spam
2001-11-24 10:44:01,2001,11,Saturday,10,spam
2001-10-21 11:45:30,2001,10,Sunday,11,spam
2001-10-19 14:37:05,2001,10,Friday,14,spam
2001-11-01 04:40:49,2001,11,Thursday,4,spam
2001-10-25 04:07:37,2001,10,Thursday,4,spam
2001-10-26 16:11:01,2001,10,Friday,16,spam
2001-10-17 18:53:33,2001,10,Wednesday,18,spam
2001-10-24 12:46:45,2001,10,Wednesday,12,spam
2001-11-19 06:10:42,2001,11,Monday,6,spam
2001-10-22 05:38:59,2001,10,Monday,5,spam
2001-10-16 12:33:36,2001,10,Tuesday,12,spam
2001-10-29 09:34:33,2001,10,Monday,9,spam
2001-10-22 02:02:27,2001,10,Monday,2,spam
2001-10-22 04:29:14,2001,10,Monday,4,spam
2001-11-21 13:08:53,2001,11,Wednesday,13,spam
2001-10-22 16:02:01,2001,10,Monday,16,spam
2001-10-27 10:39:59,2001,10,Saturday,10,spam
2001-10-19 10:27:25,2001,10,Friday,10,spam
2001-10-18 08:50:35,2001,10,Thursday,8,spam
2001-11-17 18:27:24,2001,11,Saturday,18,spam
2001-11-20 02:01:50,2001,11,Tuesday,2,spam
2001-10-25 04:27:16,2001,10,Thursday,4,spam
2001-10-26 05:03:50,2001,10,Friday,5,spam
2001-11-15 07:41:18,2001,11,Thursday,7,spam
2001-11-12 14:40:27,2001,11,Monday,14,spam
2001-10-29 09:41:24,2001,10,Monday,9,spam
2001-11-13 06:52:05,2001,11,Tuesday,6,spam
2001-11-27 07:23:54,2001,11,Tuesday,7,spam
2001-10-23 21:18:29,2001,10,Tuesday,21,spam
2001-10-30 04:53:06,2001,10,Tuesday,4,spam
2001-10-25 07:27:37,2001,10,Thursday,7,spam
2001-11-09 15:48:54,2001,11,Friday,15,spam
2001-11-19 09:52:55,2001,11,Monday,9,spam
2001-10-19 12:38:57,2001,10,Friday,12,spam
2001-11-17 05:04:48,2001,11,Saturday,5,spam
2001-11-25 13:00:40,2001,11,Sunday,13,spam
2001-10-26 03:10:01,2001,10,Friday,3,spam
2001-10-19 02:01:49,2001,10,Friday,2,spam
2001-10-29 06:10:04,2001,10,Monday,6,spam
2001-11-26 17:17:04,2001,11,Monday,17,spam
2001-10-29 11:09:20,2001,10,Monday,11,spam
2001-11-17 09:19:10,2001,11,Saturday,9,spam
2001-10-23 06:30:09,2001,10,Tuesday,6,spam
2001-10-24 04:07:15,2001,10,Wednesday,4,spam
2001-11-20 12:11:16,2001,11,Tuesday,12,spam
2001-11-27 07:54:54,2001,11,Tuesday,7,spam
2001-11-05 07:41:29,2001,11,Monday,7,spam
2001-10-21 18:22:32,2001,10,Sunday,18,spam
2001-10-26 05:43:19,2001,10,Friday,5,spam
2001-10-25 21:13:24,2001,10,Thursday,21,spam
2001-10-24 07:41:14,2001,10,Wednesday,7,spam
2001-10-24 07:55:20,2001,10,Wednesday,7,spam
2001-10-29 11:17:28,2001,10,Monday,11,spam
2001-10-29 12:14:01,2001,10,Monday,12,spam
2001-11-23 09:57:00,2001,11,Friday,9,spam
2001-10-26 09:57:49,2001,10,Friday,9,spam
2001-10-31 17:35:43,2001,10,Wednesday,17,spam
2001-11-18 17:56:21,2001,11,Sunday,17,spam
2001-11-21 12:11:09,2001,11,Wednesday,12,spam
2001-11-20 10:06:16,2001,11,Tuesday,10,spam
2001-10-28 02:33:24,2001,10,Sunday,2,spam
2001-10-23 07:07:27,2001,10,Tuesday,7,spam
2001-10-21 19:42:30,2001,10,Sunday,19,spam
2001-11-27 11:11:24,2001,11,Tuesday,11,spam
2001-10-19 14:40:57,2001,10,Friday,14,spam
2001-10-22 09:25:55,2001,10,Monday,9,spam
2001-10-18 14:26:45,2001,10,Thursday,14,spam
2001-10-25 14:53:08,2001,10,Thursday,14,spam
2001-10-23 05:39:11,2001,10,Tuesday,5,spam
2001-10-17 06:41:21,2001,10,Wednesday,6,spam
2001-11-23 07:07:38,2001,11,Friday,7,spam
2001-11-26 07:23:08,2001,11,Monday,7,spam
2001-11-12 09:06:32,2001,11,Monday,9,spam
2001-11-16 15:43:25,2001,11,Friday,15,spam
2001-10-23 06:57:36,2001,10,Tuesday,6,spam
2001-10-25 14:41:55,2001,10,Thursday,14,spam
2001-11-07 05:57:32,2001,11,Wednesday,5,spam
2001-10-22 16:40:03,2001,10,Monday,16,spam
2001-11-16 15:21:51,2001,11,Friday,15,spam
2001-10-22 21:00:26,2001,10,Monday,21,spam
2001-11-18 08:31:04,2001,11,Sunday,8,spam
2001-10-17 14:40:13,2001,10,Wednesday,14,spam
2001-11-01 05:56:51,2001,11,Thursday,5,spam
2001-10-25 17:10:08,2001,10,Thursday,17,spam
2001-10-29 02:52:20,2001,10,Monday,2,spam
2001-11-27 02:01:49,2001,11,Tuesday,2,spam
2001-10-23 22:44:37,2001,10,Tuesday,22,spam
2001-11-20 12:40:17,2001,11,Tuesday,12,spam
2001-10-24 04:48:14,2001,10,Wednesday,4,spam
2001-11-18 10:30:09,2001,11,Sunday,10,spam
2001-10-17 11:58:41,2001,10,Wednesday,11,spam
2001-10-29 01:27:51,2001,10,Monday,1,spam
2001-10-23 14:00:53,2001,10,Tuesday,14,spam
2001-10-24 21:36:05,2001,10,Wednesday,21,spam
2001-10-26 03:22:31,2001,10,Friday,3,spam
2001-11-20 16:11:31,2001,11,Tuesday,16,spam
2001-10-29 08:10:35,2001,10,Monday,8,spam
2001-11-12 11:08:32,2001,11,Monday,11,spam
2001-10-22 03:03:54,2001,10,Monday,3,spam
2001-11-05 09:32:44,2001,11,Monday,9,spam
2001-10-26 05:43:18,2001,10,Friday,5,spam
2001-10-25 07:26:41,2001,10,Thursday,7,spam
2001-10-21 01:19:48,2001,10,Sunday,1,spam
2001-10-19 05:50:08,2001,10,Friday,5,spam
2001-11-21 08:58:11,2001,11,Wednesday,8,spam
2001-10-18 15:33:12,2001,10,Thursday,15,spam
2001-11-27 02:02:51,2001,11,Tuesday,2,spam
2001-10-18 14:50:36,2001,10,Thursday,14,spam
2001-11-20 09:36:03,2001,11,Tuesday,9,spam
2001-10-31 16:59:35,2001,10,Wednesday,16,spam
2001-11-19 12:11:15,2001,11,Monday,12,spam
2001-10-19 02:06:22,2001,10,Friday,2,spam
2001-11-26 07:26:29,2001,11,Monday,7,spam
2001-10-17 11:40:56,2001,10,Wednesday,11,spam
2001-11-25 13:01:16,2001,11,Sunday,13,spam
2001-10-18 14:03:49,2001,10,Thursday,14,spam
2001-10-17 11:40:40,2001,10,Wednesday,11,spam
2001-11-21 12:11:14,2001,11,Wednesday,12,spam
2001-10-23 04:36:03,2001,10,Tuesday,4,spam
2001-10-25 23:52:51,2001,10,Thursday,23,spam
2001-10-25 04:48:11,2001,10,Thursday,4,spam
2001-11-14 13:20:41,2001,11,Wednesday,13,spam
2001-10-29 12:22:06,2001,10,Monday,12,spam
2001-11-20 10:37:31,2001,11,Tuesday,10,spam
2001-11-17 05:15:41,2001,11,Saturday,5,spam
2001-11-21 10:31:14,2001,11,Wednesday,10,spam
2001-10-22 10:13:17,2001,10,Monday,10,spam
2001-10-19 03:15:47,2001,10,Friday,3,spam
2001-11-20 14:37:00,2001,11,Tuesday,14,spam
2001-11-24 04:55:49,2001,11,Saturday,4,spam
2001-10-24 18:10:52,2001,10,Wednesday,18,spam
2001-10-23 08:04:42,2001,10,Tuesday,8,spam
2001-11-19 02:02:46,2001,11,Monday,2,spam
2001-10-18 13:10:05,2001,10,Thursday,13,spam
2001-10-22 12:10:43,2001,10,Monday,12,spam
2001-10-24 07:30:41,2001,10,Wednesday,7,spam
2001-11-18 08:32:39,2001,11,Sunday,8,spam
2001-11-23 04:56:09,2001,11,Friday,4,spam
2001-11-19 21:53:54,2001,11,Monday,21,spam
2001-11-01 21:24:08,2001,11,Thursday,21,spam
2001-10-29 08:48:41,2001,10,Monday,8,spam
2001-11-13 16:15:18,2001,11,Tuesday,16,spam
2001-10-22 05:31:08,2001,10,Monday,5,spam
2001-10-18 13:20:37,2001,10,Thursday,13,spam
2001-10-26 11:04:08,2001,10,Friday,11,spam
2001-10-22 03:33:33,2001,10,Monday,3,spam
2001-11-19 02:02:14,2001,11,Monday,2,spam
2001-10-26 07:17:59,2001,10,Friday,7,spam
2001-11-14 19:26:42,2001,11,Wednesday,19,spam
2001-10-23 12:25:35,2001,10,Tuesday,12,spam
2001-11-05 17:18:18,2001,11,Monday,17,spam
2001-10-31 08:00:35,2001,10,Wednesday,8,spam
2001-11-19 12:25:26,2001,11,Monday,12,spam
2001-10-26 15:03:00,2001,10,Friday,15,spam
2001-10-20 04:16:06,2001,10,Saturday,4,spam
2001-11-26 07:19:56,2001,11,Monday,7,spam
2001-10-31 09:25:46,2001,10,Wednesday,9,spam
2001-10-22 16:41:55,2001,10,Monday,16,spam
2001-10-24 14:10:11,2001,10,Wednesday,14,spam
2001-10-24 04:01:33,2001,10,Wednesday,4,spam
2001-11-23 13:34:33,2001,11,Friday,13,spam
2001-11-08 08:04:34,2001,11,Thursday,8,spam
2001-11-20 13:16:34,2001,11,Tuesday,13,work
2001-11-15 10:18:09,2001,11,Thursday,10,work
2001-11-05 12:03:10,2001,11,Monday,12,work
2001-10-20 06:20:48,2001,10,Saturday,6,work
2001-11-05 08:58:50,2001,11,Monday,8,work
2001-10-31 07:13:10,2001,10,Wednesday,7,work
2001-11-27 09:12:30,2001,11,Tuesday,9,work
2001-10-24 07:52:44,2001,10,Wednesday,7,work
2001-11-27 12:13:26,2001,11,Tuesday,12,personal
2001-10-25 07:51:37,2001,10,Thursday,7,work
2001-11-14 09:06:58,2001,11,Wednesday,9,work
2001-09-28 16:42:47,2001,9,Friday,16,work
2001-11-16 08:07:32,2001,11,Friday,8,work
2001-11-16 13:57:59,2001,11,Friday,13,work
2001-11-28 07:58:09,2001,11,Wednesday,7,work
2001-11-16 04:42:44,2001,11,Friday,4,work
2001-11-12 11:04:07,2001,11,Monday,11,work
2001-11-16 08:27:27,2001,11,Friday,8,work
2001-10-24 16:50:14,2001,10,Wednesday,16,work
2001-10-02 10:36:54,2001,10,Tuesday,10,work
2001-11-01 08:34:55,2001,11,Thursday,8,work
2001-10-30 12:07:49,2001,10,Tuesday,12,work
2001-11-26 12:20:47,2001,11,Monday,12,personal
2001-11-27 12:09:00,2001,11,Tuesday,12,work
2001-11-20 06:59:11,2001,11,Tuesday,6,work
2001-11-20 06:47:05,2001,11,Tuesday,6,work
2001-11-07 09:28:45,2001,11,Wednesday,9,work
2001-11-26 13:45:38,2001,11,Monday,13,work
2001-10-31 06:27:04,2001,10,Wednesday,6,work
2001-11-27 22:06:12,2001,11,Tuesday,22,work
2001-10-31 09:24:50,2001,10,Wednesday,9,work
2001-11-12 09:02:15,2001,11,Monday,9,work
2001-11-15 11:58:41,2001,11,Thursday,11,work
2001-10-24 07:48:37,2001,10,Wednesday,7,work
2001-11-27 08:23:14,2001,11,Tuesday,8,work
2001-11-20 01:36:24,2001,11,Tuesday,1,work
2001-11-15 07:39:53,2001,11,Thursday,7,work
2001-10-19 08:55:58,2001,10,Friday,8,work
2001-10-22 13:30:58,2001,10,Monday,13,work
2001-11-09 10:59:31,2001,11,Friday,10,work
2001-11-09 09:06:14,2001,11,Friday,9,work
2001-11-16 04:38:57,2001,11,Friday,4,work
2001-11-19 13:41:04,2001,11,Monday,13,work
2001-10-25 14:06:50,2001,10,Thursday,14,work
2001-11-15 11:53:38,2001,11,Thursday,11,work
2001-10-30 12:39:40,2001,10,Tuesday,12,work
2001-11-08 08:42:08,2001,11,Thursday,8,work
2001-11-05 08:53:49,2001,11,Monday,8,notification
2001-11-20 11:41:56,2001,11,Tuesday,11,work
2001-11-27 12:23:14,2001,11,Tuesday,12,work
2001-10-02 14:45:07,2001,10,Tuesday,14,work
2001-11-28 08:29:28,2001,11,Wednesday,8,work
2001-11-27 08:27:12,2001,11,Tuesday,8,work
2001-11-07 07:25:21,2001,11,Wednesday,7,work
2001-11-15 13:58:53,2001,11,Thursday,13,work
2001-11-08 11:46:23,2001,11,Thursday,11,work
2001-10-25 11:32:57,2001,10,Thursday,11,work
2001-10-16 08:39:59,2001,10,Tuesday,8,work
2001-11-07 14:27:37,2001,11,Wednesday,14,work
2001-11-15 12:04:57,2001,11,Thursday,12,work
2001-11-13 05:54:28,2001,11,Tuesday,5,work
2001-11-20 06:54:20,2001,11,Tuesday,6,personal
2001-10-25 11:00:01,2001,10,Thursday,11,work
2001-09-28 13:53:35,2001,9,Friday,13,work
2001-10-03 12:51:51,2001,10,Wednesday,12,work
2001-10-31 08:50:28,2001,10,Wednesday,8,work
2001-11-20 08:17:50,2001,11,Tuesday,8,work
2001-10-25 06:48:31,2001,10,Thursday,6,work
2001-11-06 08:14:26,2001,11,Tuesday,8,work
2001-11-06 14:50:24,2001,11,Tuesday,14,work
2001-11-06 10:14:54,2001,11,Tuesday,10,personal
2001-11-05 06:07:24,2001,11,Monday,6,work
2001-11-15 14:12:24,2001,11,Thursday,14,work
2001-10-25 16:10:53,2001,10,Thursday,16,work
2001-11-04 20:14:52,2001,11,Sunday,20,work
2001-11-08 09:42:24,2001,11,Thursday,9,work
2001-11-05 08:53:51,2001,11,Monday,8,notification
2001-10-09 13:10:18,2001,10,Tuesday,13,work
2001-11-26 14:20:59,2001,11,Monday,14,work
2001-11-01 09:38:24,2001,11,Thursday,9,work
2001-10-24 13:24:22,2001,10,Wednesday,13,work
2001-11-19 11:11:57,2001,11,Monday,11,work
2001-11-07 09:06:53,2001,11,Wednesday,9,work
2001-11-08 11:09:16,2001,11,Thursday,11,work
2001-11-09 05:29:43,2001,11,Friday,5,work
2001-11-12 12:30:18,2001,11,Monday,12,work
2001-11-16 12:19:43,2001,11,Friday,12,work
2001-11-20 06:52:06,2001,11,Tuesday,6,work
2001-10-19 07:15:14,2001,10,Friday,7,work
2001-10-25 16:01:41,2001,10,Thursday,16,work
2001-11-08 14:33:46,2001,11,Thursday,14,work
2001-11-27 07:25:53,2001,11,Tuesday,7,work
2001-10-02 06:11:29,2001,10,Tuesday,6,work
2001-11-19 21:34:07,2001,11,Monday,21,work
2001-11-07 05:53:07,2001,11,Wednesday,5,work
2001-11-19 11:30:43,2001,11,Monday,11,work
2001-10-16 02:45:41,2001,10,Tuesday,2,work
2001-11-08 08:19:43,2001,11,Thursday,8,work
2001-11-14 05:40:47,2001,11,Wednesday,5,work
2001-10-29 05:42:31,2001,10,Monday,5,work
2001-11-16 14:23:38,2001,11,Friday,14,work
2001-10-31 05:53:07,2001,10,Wednesday,5,work
2001-11-27 09:02:49,2001,11,Tuesday,9,work
2001-11-06 07:28:02,2001,11,Tuesday,7,work
2001-10-19 18:18:51,2001,10,Friday,18,work
2001-10-11 12:09:54,2001,10,Thursday,12,work
2001-11-05 08:31:11,2001,11,Monday,8,work
2001-10-29 15:28:00,2001,10,Monday,15,notification
2001-11-20 13:17:14,2001,11,Tuesday,13,work
2001-11-26 10:16:02,2001,11,Monday,10,work
2001-11-27 10:07:31,2001,11,Tuesday,10,work
2001-10-24 15:08:57,2001,10,Wednesday,15,work
2001-10-30 13:08:51,2001,10,Tuesday,13,work
2001-11-06 07:18:48,2001,11,Tuesday,7,work
2001-11-06 20:23:16,2001,11,Tuesday,20,work
2001-11-02 13:02:08,2001,11,Friday,13,work
2001-11-09 07:45:49,2001,11,Friday,7,work
2001-10-03 09:00:18,2001,10,Wednesday,9,notification
2001-10-31 06:12:46,2001,10,Wednesday,6,work
2001-11-15 13:58:13,2001,11,Thursday,13,work
2001-11-22 10:58:25,2001,11,Thursday,10,work
2001-11-19 08:11:35,2001,11,Monday,8,work
2001-10-30 13:11:35,2001,10,Tuesday,13,work
2001-10-31 11:45:23,2001,10,Wednesday,11,work
2001-11-27 06:07:59,2001,11,Tuesday,6,work
2001-11-28 06:35:08,2001,11,Wednesday,6,work
2001-11-19 14:36:20,2001,11,Monday,14,work
2001-10-31 08:02:51,2001,10,Wednesday,8,work
2001-11-16 10:28:40,2001,11,Friday,10,work
2001-11-15 05:39:11,2001,11,Thursday,5,work
2001-10-10 11:05:49,2001,10,Wednesday,11,work
2001-10-25 11:32:57,2001,10,Thursday,11,work
2001-11-20 12:01:17,2001,11,Tuesday,12,notification
2001-11-26 21:54:22,2001,11,Monday,21,work
2001-11-16 08:36:15,2001,11,Friday,8,work
2001-11-15 07:45:30,2001,11,Thursday,7,work
2001-10-25 09:10:03,2001,10,Thursday,9,work
2001-10-18 07:16:43,2001,10,Thursday,7,work
2001-11-21 07:23:53,2001,11,Wednesday,7,work
2001-10-25 11:50:49,2001,10,Thursday,11,work
2001-11-02 13:23:44,2001,11,Friday,13,work
2001-10-20 06:20:48,2001,10,Saturday,6,work
2001-10-01 06:57:47,2001,10,Monday,6,work
2001-11-06 08:26:43,2001,11,Tuesday,8,work
2001-11-07 20:13:58,2001,11,Wednesday,20,work
2001-11-08 13:24:40,2001,11,Thursday,13,work
2001-11-09 06:59:24,2001,11,Friday,6,work
2001-11-27 11:52:03,2001,11,Tuesday,11,work
2001-11-20 06:45:01,2001,11,Tuesday,6,work
2001-11-06 11:25:17,2001,11,Tuesday,11,work
2001-11-27 18:42:53,2001,11,Tuesday,18,work
2001-11-15 08:05:56,2001,11,Thursday,8,work
2001-11-08 21:30:07,2001,11,Thursday,21,work
2001-11-15 09:43:56,2001,11,Thursday,9,work
2001-11-26 14:30:35,2001,11,Monday,14,work
2001-10-31 06:47:28,2001,10,Wednesday,6,work
2001-10-15 09:46:11,2001,10,Monday,9,work
2001-10-29 08:53:56,2001,10,Monday,8,work
2001-11-07 13:11:14,2001,11,Wednesday,13,work
2001-11-21 09:30:48,2001,11,Wednesday,9,work
2001-11-19 11:01:52,2001,11,Monday,11,work
2001-11-02 09:02:27,2001,11,Friday,9,work
2001-11-08 05:57:42,2001,11,Thursday,5,work
2001-11-27 06:11:58,2001,11,Tuesday,6,work
2001-11-20 14:28:12,2001,11,Tuesday,14,work
2001-10-30 13:01:49,2001,10,Tuesday,13,work
2001-11-16 05:32:10,2001,11,Friday,5,work
2001-11-09 11:01:52,2001,11,Friday,11,work
2001-11-02 06:19:04,2001,11,Friday,6,notification
2001-10-25 07:44:43,2001,10,Thursday,7,work
2001-11-16 10:54:39,2001,11,Friday,10,work
2001-11-20 08:17:22,2001,11,Tuesday,8,work
2001-11-01 09:45:27,2001,11,Thursday,9,work
2001-10-25 15:57:09,2001,10,Thursday,15,work
2001-11-05 05:54:47,2001,11,Monday,5,work
2001-11-09 10:00:04,2001,11,Friday,10,work
2001-10-22 12:56:24,2001,10,Monday,12,work
2001-11-04 04:53:41,2001,11,Sunday,4,work
2001-11-16 08:07:04,2001,11,Friday,8,work
2001-10-22 06:59:44,2001,10,Monday,6,work
2001-10-30 08:23:33,2001,10,Tuesday,8,work
2001-11-07 12:19:51,2001,11,Wednesday,12,work
2001-10-24 07:51:42,2001,10,Wednesday,7,work
2001-11-06 09:58:37,2001,11,Tuesday,9,work
2001-10-31 09:41:19,2001,10,Wednesday,9,work
2001-10-10 11:52:03,2001,10,Wednesday,11,work
2001-11-15 07:15:02,2001,11,Thursday,7,work
2001-10-30 10:44:24,2001,10,Tuesday,10,personal
2001-10-01 07:50:25,2001,10,Monday,7,work
2001-10-16 06:50:59,2001,10,Tuesday,6,work
2001-10-01 08:20:30,2001,10,Monday,8,work
2001-10-05 11:07:40,2001,10,Friday,11,work
2001-10-24 07:11:10,2001,10,Wednesday,7,work
2001-11-21 07:34:03,2001,11,Wednesday,7,work
2001-10-25 08:57:10,2001,10,Thursday,8,work
2001-10-15 11:02:04,2001,10,Monday,11,work
2001-11-20 09:33:56,2001,11,Tuesday,9,work
2001-10-16 09:30:25,2001,10,Tuesday,9,work
2001-11-01 13:12:03,2001,11,Thursday,13,work
2001-11-19 06:40:57,2001,11,Monday,6,work
2001-11-01 10:10:13,2001,11,Thursday,10,work
2001-10-10 13:51:21,2001,10,Wednesday,13,work
2001-10-24 13:43:26,2001,10,Wednesday,13,work
2001-10-17 08:55:04,2001,10,Wednesday,8,work
2001-10-02 09:47:07,2001,10,Tuesday,9,work
2001-10-10 08:25:59,2001,10,Wednesday,8,work
2001-11-15 11:20:41,2001,11,Thursday,11,work
2001-11-16 11:37:19,2001,11,Friday,11,work
2001-11-20 09:39:13,2001,11,Tuesday,9,work
2001-11-09 08:20:25,2001,11,Friday,8,work
2001-10-24 12:14:13,2001,10,Wednesday,12,work
2001-11-09 07:02:38,2001,11,Friday,7,work
2001-11-26 11:46:48,2001,11,Monday,11,work
2001-11-19 13:40:55,2001,11,Monday,13,work
2001-11-19 14:18:47,2001,11,Monday,14,work
2001-09-27 12:16:42,2001,9,Thursday,12,work
2001-11-20 07:12:00,2001,11,Tuesday,7,work
2001-11-15 11:25:56,2001,11,Thursday,11,work
2001-10-08 17:46:43,2001,10,Monday,17,work
2001-10-30 07:11:21,2001,10,Tuesday,7,work
2001-10-03 14:12:08,2001,10,Wednesday,14,personal
2001-10-30 13:02:41,2001,10,Tuesday,13,work
2001-11-15 13:06:17,2001,11,Thursday,13,work
2001-11-12 06:39:41,2001,11,Monday,6,work
2001-10-30 05:48:21,2001,10,Tuesday,5,work
2001-10-18 09:57:54,2001,10,Thursday,9,work
2001-10-19 09:08:24,2001,10,Friday,9,work
2001-10-16 09:28:05,2001,10,Tuesday,9,work
2001-11-19 14:57:13,2001,11,Monday,14,work
2001-10-15 13:35:44,2001,10,Monday,13,work
2001-10-11 13:33:23,2001,10,Thursday,13,work
2001-10-31 12:39:54,2001,10,Wednesday,12,work
2001-10-15 13:22:10,2001,10,Monday,13,work
2001-11-19 11:44:17,2001,11,Monday,11,work
2001-11-06 07:58:15,2001,11,Tuesday,7,work
2001-10-28 17:47:02,2001,10,Sunday,17,work
2001-10-31 07:37:41,2001,10,Wednesday,7,work
2001-11-19 12:35:47,2001,11,Monday,12,work
2001-10-09 15:28:58,2001,10,Tuesday,15,work
2001-10-01 14:29:00,2001,10,Monday,14,work
2001-11-15 05:33:58,2001,11,Thursday,5,work
2001-11-28 09:28:12,2001,11,Wednesday,9,work
2001-11-16 11:17:59,2001,11,Friday,11,work
2001-10-17 09:31:47,2001,10,Wednesday,9,work
2001-11-15 14:17:25,2001,11,Thursday,14,work
2001-09-28 06:07:32,2001,9,Friday,6,work
2001-10-31 09:02:06,2001,10,Wednesday,9,work
2001-10-11 08:34:23,2001,10,Thursday,8,work
2001-10-12 08:47:17,2001,10,Friday,8,work
2001-10-18 08:57:24,2001,10,Thursday,8,work
2001-09-26 13:31:41,2001,9,Wednesday,13,work
2001-11-20 12:57:53,2001,11,Tuesday,12,work
2001-10-19 06:29:31,2001,10,Friday,6,work
2001-10-30 13:45:49,2001,10,Tuesday,13,work
2001-10-29 14:22:56,2001,10,Monday,14,work
2001-10-26 05:53:32,2001,10,Friday,5,work
2001-11-19 13:44:12,2001,11,Monday,13,work
2001-10-16 11:11:40,2001,10,Tuesday,11,work
2001-10-17 13:30:25,2001,10,Wednesday,13,work
2001-10-04 10:38:32,2001,10,Thursday,10,work
2001-11-26 12:42:38,2001,11,Monday,12,work
2001-11-20 08:06:09,2001,11,Tuesday,8,work
2001-11-09 11:03:06,2001,11,Friday,11,work
2001-10-25 05:58:36,2001,10,Thursday,5,work
2001-11-20 09:51:13,2001,11,Tuesday,9,work
2001-10-01 05:46:00,2001,10,Monday,5,work
2001-09-28 13:53:56,2001,9,Friday,13,work
